Site,Date,Time,Species,group,Height,Distance,Compass,UTM_X,UTM_Y,Lat,Long,Accuracy,Elevation,Trail_Marker,Transect,Habitat,nose,Behavior,Cue
2MGB,17-07-12,18:10,Avahi laniger,1,5,7,320,337585,8306257,-15.315088,49.487182,5,638,1900,M,Valley,SF,Stop,See
2MGB,17-07-12,18:45,Avahi laniger,1,4,9,80,337940,8306343,-15.314333,49.490493,4,643,1450,M,Valley,SF,Jumping,See
3AJB,02-09-11,19:47,Avahi laniger,1,7,7,140,351407,8320083,-15.190957,49.616717,8,430,125,C,Valley,SF,Stop,
4AJB,31-08-12,18:35,Avahi laniger,1,10,7,200,352158,8320986,-15.182839,49.62376,4,627,2025,A,Valley,SF,Stop ,See
4AJB,30-08-12,08:57,Eulemur albifrons,4,8,7,288,351131,8320395,-15.188122,49.614167,4,495,750,C,Valley,SF,Jumping,See
FRK,9.7.11,19:30,Avahi laniger,1,10,7,60,375972,8293771,-15.430084,49.844056,5,67,300,R,Valley,SF,Stop,See
FRK,17.6.11,19:06,Avahi laniger,1,10,7,340,375978,8293773,-15.430066,49.844112,4,667,325,R,Valley,SF,Stop,See
FRK,9.7.11,19:20,Avahi laniger,1,4,7,340,375800,8293541,-15.432155,49.842442,5,122,625,R,Valley,SF,Stop,See
FRK,21.6.11,19:27,Avahi laniger,1,15,7,20,375803,8293529,-15.432263,49.842469,6,36,650,R,Valley,SF,Stop,See
FRK,27.6.11,19:32,Avahi laniger,3,8,7,60,375790,8293542,-15.432145,49.842349,8,40,650,R,Valley,SF,Stop,See
FRK,17.6.11,18:50,Avahi laniger,1,8,7,340,375770,8293477,-15.432732,49.842159,9,641,700,R,Valley,SF,Stop,See
FRK,27.6.11,19:15,Avahi laniger,1,7,7,40,375766,8293495,-15.432569,49.842123,8,39,700,R,Valley,SF,Stop,See
FRK,9.7.11,19:10,Avahi laniger,1,6,7,40,375759,8293478,-15.432722,49.842057,5,129,700,R,Valley,SF,Stop,See
FRK,7.7.11,19:58,Eulemur albifrons,2?,,7,100,376282,8294464,-15.423835,49.846979,3,73,150,K,Valley,SF,NA,Hear
FRK,14.7.11,19:15,Eulemur albifrons,3,10,7,340,375906,8293606,-15.431572,49.843433,4,50,500,R,Valley,SF,Stop,Hear
FRK,16.7.11,09:38,Eulemur albifrons,3,5 to 8,7,240,375709,8293423,-15.433217,49.841588,9,31,825,R,Valley,SF,Jumping,See
FRK,27.6.11,18:47,Eulemur albifrons,1,10,7,20,375551,8293093,-15.436192,49.840099,7,44,1400,R,Valley,SF,Stop,See
FRK,7.7.11,20:08,Microcebus rufus,2,8,7,220,376235,8294380,-15.424592,49.846537,3,110,25,K,Valley,SF,Stop,See
FRK,14.7.11,19:00,Microcebus rufus,2,10,7,40,375712,8293449,-15.432982,49.841617,6,34,750,R,Valley,SF,Jumping,See
FRK,21.6.11,19:00,Microcebus rufus,1,2,7,40,375722,8293418,-15.433263,49.841709,8,36,800,R,Valley,SF,Stop,See
FRK,21.6.11,18:52,Microcebus rufus,1,4,7,20,375593,8293396,-15.433455,49.840506,5,55,900,R,Valley,SF,Jumping,See
FRK,1.7.11,19:00,Microcebus rufus,1,2,7,200,375514,8293275,-15.434545,49.839763,7,27,1075,R,Valley,SF,Jumping,See
SOA,07-04-11,21:18,Avahi laniger,2,5,7,20,333098,8346131,-14.954428,49.448025,4,1044,1975,B,Valley,SF,Stop,Seen
SOA,07-04-11,21:26,Avahi laniger,1,6,7,280,333085,8346129,-14.954446,49.447904,4,1022,2000,B,Valley,SF,Stop,Seen
SOA,18-04-11,19:32,Avahi laniger,1,4,7,340,333990,8346127,-14.954521,49.456317,4,1039,1425,D,Valley,SF,Stop,Seen
SOA,01-04-11,10:30,Eulemur albifrons,15,5,7,300,333069,8344848,-14.966022,49.447672,4,1022,100,B,Valley,SF,Stop,Seen
SOA,01-04-11,19:56,Eulemur albifrons,2,10,7,20,333005,8345776,-14.957631,49.447137,6,1009,1400,B,Valley,SF,Stop,Seen
SOA,04-04-11,18:32,Eulemur albifrons,4,8,7,320,333037,8344829,-14.966192,49.447373,4,930,100,B,Valley,SF,Stop,Seen
SOA,04-04-11,20:32,Eulemur albifrons,2,12,7,260,333117,8345946,-14.956102,49.44819,4,1000,1750,B,Valley,SF,Stop,Seen
SOA,07-04-11,18:48,Eulemur albifrons,1,8,7,340,333139,8344938,-14.965213,49.448329,6,983,250,B,Valley,SF,Stop,Seen
SOA,07-04-11,19:58,Eulemur albifrons,9,6,7,20,333023,8345514,-14.96,49.447288,5,991,1225,B,Valley,SF,Stop,Seen
SOA,15-04-11,18:44,Eulemur albifrons,2,12,7,240,333288,8345065,-14.964075,49.449722,6,1077,500,C,Valley,SF,Stop,Seen
SOA,15-04-11,19:50,Eulemur albifrons,5,13,,340,333084,8345424,-14.960817,49.447849,5,957,1150,B,Valley,SF,Stop,Seen
SOA,04-04-11,19:47,Eulemur rubriventer,2,6,,40,332974,8345852,-14.956942,49.446854,3,1034,1200,B,Valley,SF,Stop,Seen
SOA,07-04-11,20:29,Microcebus rufus*,1,6,7,320,332987,8345664,-14.958642,49.446963,3,1002,1325,B,Valley,SF,Stop,Seen
SOA,18-04-11,19:25,Varecia variegata,2,16,6,60,333968,8346099,-14.954772,49.456111,4,1110,1525,D,Valley,SF,Stop,Seen
1MGB,30-03-11,18:50,Avahi laniger,1,5,na,90,340257,8305298,-15.323922,49.512003,17,374,1950,G,,SF,Sitting,Eye shine
1MGB,30-03-11,18:30,Cheirogaleus major,2,5,na,300,340362,8305306,-15.323856,49.512981,9,405,2000,G,,SF,"Movement, Whistling call",Moving
1MGB,18-04-11,08:53,Indri indri,na,na,100,60,339637,8305981,-15.317711,49.506273,3,543,725,G,,SF,Calling,Call
2AJB,23-10-10,19:30,Avahi laniger,1,12,10,280,351283,8320162,-15.190236,49.615567,5,476,350,C,,SF,Sleep,
2AJB,26-10-10,19:29,Avahi laniger,1,4,8,260,352215,8318501,-15.205302,49.624145,7,502,425,R,,SF,Stop,
2AJB,28-10-10,18:56,Eulemur albifrons,6,9,20,260,351312,8320542,-15.186803,49.61586,5,502,1000,C,,SF,Stop,
2AJB,25-10-10,09:05,Eulemur albifrons,4,12,8,260,352331,8318977,-15.201007,49.625252,7,494,1075,R,,SF,Jumping,
2AJB,26-10-10,18:25,Microcebus rufus*,1,2,5,300,352425,8319354,-15.197604,49.626149,4,499,1450,R,,SF,Stop,
2AJB,26-10-10,19:24,Microcebus rufus*,1,3,7,180,352209,8318636,-15.204082,49.624097,7,455,575,R,,SF,Jumping,
2AJB,26-10-10,19:38,Microcebus rufus*,2,2,7,200,352197,8318432,-15.205925,49.623973,5,501,325,R,,SF,Stop,
2AJB,28-10-10,19:15,Varecia rubra,2,12,7,180,351129,8320376,-15.188293,49.614147,3,479,700,C,,SF,Sleep,
FRK,17.6.11,18:12,Avahi laniger,1,4,7,140,375840,8292949,-15.437508,49.842785,6,622,1900,R,,SF,Stop,See
FRK,17.6.11,17:59,Avahi laniger,3,5,7,120,375899,8292968,-15.437339,49.843336,6,642,2000,R,,SF,Jumping,See
SLJ,28-01-11,18:54,Avahi laniger,2,3,7,320,368627,8309777,-15.285041,49.776455,3,379,1675,V,,SF,Stop,
SLJ,24-01-11,19:45,Avahi laniger,2,3,7,120,368489,8308374,-15.297715,49.775096,3,415,1275,W,,SF,Jumping,
SLJ,28-01-11,19:00,Microcebus rufus,1,3,7,320,368615,8309768,-15.285122,49.776343,3,381,1675,V,,SF,Stop,
VIN,3.7.11,08:17,Indri indri,,,250,300,336088,8289479,-15.466627,49.472135,4,501,825,I,,SF,Calling,Hear
VIN,3.7.11,08:35,Indri indri,,,200,260,336605,8289340,-15.467917,49.476944,5,493,1100,I,,SF,Calling,Hear
VIN,30.6.11,09:02,Indri indri,,,150,180,335672,8289063,-15.47036,49.468231,4,572,1800,I,,SF,Calling,Hear
VIN,4.7.11,08:39,Indri indri,,,50,160,336348,8288573,-15.474832,49.474498,6,548,1650,X,,SF,Calling,Hear
VIN,28.6.11,,Indri indri,,,150,200,336550,8288551,-15.475044,49.476379,5,504,1875,X,,SF,Calling,Hear
VIN,24.6.11,07:41,Varecia variegata,,,200,320,336137,8290841,-15.454321,49.472682,5,515,100,N,,SF,Calling,Hear
VIN,2.7.11,08:53,Varecia variegata,,,300,280,335986,8291013,-15.452757,49.471287,5,580,375,N,,SF,Calling,Hear
VIN,7.7.11,,Varecia variegata,,,200,160,335798,8288584,-15.474697,49.469374,5,552,975,X,,SF,Calling,Hear
1MGB,25-04-11,19:27,Avahi laniger,1,6,7,100,339780,8305833,-15.319057,49.507595,3,502,1000,G,Ridge,SK,Stop,See
2AJB,13-11-10,09:02,Eulemur albifrons,5,10,20,220,352131,8317945,-15.210323,49.62333,5,415,0,R,Ridge,SK,Moving / Grunting,
FRK,4.7.11,18:30,Microcebus rufus,1,10,7,160,374583,8293628,-15.431309,49.831105,3,129,1625,F,Ridge,SK,Jumping,See
FRK,4.7.11,18:12,Microcebus rufus,1,1,7,340,374369,8293499,-15.432464,49.829105,4,92,1900,F,Ridge,SK,Jumping,See
FRK,4.7.11,18:08,Microcebus rufus,1,2,7,220,374329,8293490,-15.432544,49.828731,3,93,1950,F,Ridge,SK,Stop,See
SLJ,27-01-11,19:59,Avahi laniger,1,3,7,160,367523,8309136,-15.290778,49.766141,3,369,700,F,Ridge,SK,Jumping,
SLJ,27-01-11,19:39,Avahi laniger,2,12,7,280,368043,8309615,-15.286475,49.771008,3,477,775,V,Ridge,SK,Stop,
SLJ,27-01-11,19:28,Avahi laniger,1,10,7,300,368221,8309553,-15.287045,49.772663,3,472,975,V,Ridge,SK,Stop,
SLJ,26-01-11,19:14,Avahi laniger,2,10,7,280,368460,8309738,-15.285385,49.774898,3,390,1500,V,Ridge,SK,Stop,
